order_id,order_ts,region,category,customer_id,units,unit_price,discount,shipping_cost
240086,2026-01-31 10:12:39,Centro,Tecnologia,28968,6,123.16,0.0,14.48
240087,2026-02-09 21:50:26,Sur,Deportes,31958,4,196.67,0.0,1.02
240088,2026-02-09 23:34:40,Centro,Moda,1733,3,122.82,0.05,17.1
240089,2026-01-28 06:59:21,Occidente,Tecnologia,29376,3,22.3,0.1,6.25
240090,2026-02-07 19:32:02,Centro,Tecnologia,28898,1,394.63,0.0,11.7
240091,2026-01-25 06:27:01,Norte,Deportes,3827,6,432.56,0.15,12.69
240092,2026-01-05 13:41:10,Sur,Tecnologia,16229,3,93.46,0.2,2.19
240093,2026-01-09 14:42:55,Occidente,Tecnologia,14075,5,195.14,0.05,2.63
240094,2026-02-16 14:01:30,Norte,Hogar,37615,6,44.79,0.1,10.02
240095,2026-02-11 20:16:02,Sur,Tecnologia,19181,4,90.19,0.05,16.55
240096,2026-01-10 04:06:04,Sur,Hogar,19220,5,74.69,0.0,9.18
240097,2026-01-16 08:31:15,Centro,Hogar,26475,7,428.0,0.05,9.08
240098,2026-01-23 21:44:36,Centro,Hogar,36089,4,367.49,0.1,9.59
240099,2026-01-02 01:26:04,Centro,Deportes,10783,2,394.02,0.0,16.84
240100,2026-01-05 10:45:31,Sur,Tecnologia,30509,2,248.67,0.05,9.62
240101,2026-01-09 10:06:49,Occidente,Hogar,1128,2,406.5,0.0,2.45
240102,2026-01-02 22:09:21,Centro,Moda,20515,6,19.13,0.1,15.25
240103,2026-02-07 13:14:50,Sur,Deportes,4211,4,23.35,0.15,1.55
240104,2026-02-23 12:19:19,Occidente,Hogar,4643,2,315.57,0.0,4.83
240105,2026-01-26 07:31:57,Centro,Hogar,24158,1,35.71,0.05,13.05
240106,2026-02-12 16:44:04,Centro,Hogar,37905,5,362.06,0.0,17.79
240107,2026-01-21 17:06:30,Centro,Hogar,33153,5,311.64,0.1,4.34
240108,2026-02-24 16:59:45,Sur,Moda,36705,5,212.31,0.0,1.25
240109,2026-02-06 18:29:05,Centro,Deportes,6435,1,396.1,0.0,6.95
240110,2026-01-17 02:27:55,Sur,Deportes,3316,6,129.26,0.15,4.22
240111,2026-01-04 10:03:52,Norte,Tecnologia,30677,5,224.77,0.0,10.92
240112,2026-02-25 06:36:33,Sur,Deportes,28222,5,396.94,0.0,11.13
240113,2026-01-13 02:06:16,Sur,Deportes,29002,5,124.95,0.0,7.5
240114,2026-01-15 04:35:08,Norte,Tecnologia,20838,3,56.45,0.1,13.53
240115,2026-01-09 01:27:43,Sur,Tecnologia,15073,2,372.28,0.05,7.12
240116,2026-01-24 08:43:58,Norte,Tecnologia,29201,3,345.33,0.0,8.28
240117,2026-01-03 18:27:54,Sur,Moda,19514,4,331.58,0.05,12.62
240118,2026-01-18 08:20:08,Occidente,Moda,27678,3,243.28,0.0,9.51
240119,2026-01-20 02:06:24,Centro,Deportes,11286,2,161.7,0.15,14.42
240120,2026-02-10 03:17:10,Centro,Tecnologia,14275,6,230.58,0.1,12.93
240121,2026-02-08 10:07:09,Centro,Deportes,28876,3,320.69,0.1,14.49
240122,2026-01-02 17:42:21,Centro,Moda,37798,1,220.24,0.15,14.54
240123,2026-02-26 18:40:46,Norte,Hogar,9258,6,261.55,0.2,1.52
240124,2026-02-07 06:19:45,Norte,Deportes,21481,2,355.27,0.05,5.98
240125,2026-02-27 21:53:36,Norte,Tecnologia,19976,6,60.93,0.0,17.9
240126,2026-02-16 18:56:06,Occidente,Moda,35761,6,142.08,0.0,9.06
240127,2026-01-01 03:07:35,Norte,Tecnologia,24098,4,290.63,0.05,1.76
240128,2026-01-10 05:46:06,Norte,Moda,11524,5,139.01,0.1,14.72
240129,2026-02-19 11:50:49,Sur,Hogar,15440,4,244.55,0.0,14.42
240130,2026-01-11 12:31:31,Centro,Hogar,12057,6,201.87,0.1,1.31
240131,2026-02-26 08:15:48,Centro,Hogar,7675,7,299.15,0.2,8.61
240132,2026-02-16 11:31:38,Occidente,Moda,32887,2,110.88,0.15,1.97
240133,2026-01-20 00:46:57,Sur,Hogar,24967,6,349.92,0.15,16.25
240134,2026-01-11 08:08:06,Occidente,Tecnologia,22633,5,93.48,0.1,13.99
240135,2026-02-16 01:28:44,Centro,Moda,37250,6,11.6,0.05,3.08
240136,2026-01-12 16:41:45,Centro,Moda,17376,7,297.33,0.0,7.64
240137,2026-01-31 20:51:45,Occidente,Tecnologia,17210,6,51.55,0.15,7.17
240138,2026-02-11 14:49:05,Norte,Hogar,34669,1,180.29,0.0,15.21
240139,2026-01-16 03:18:44,Centro,Deportes,15035,3,260.03,0.15,12.55
240140,2026-02-08 17:55:48,Centro,Hogar,36195,3,150.37,0.0,11.28
240141,2026-02-11 20:01:28,Centro,Moda,5191,6,414.86,0.05,6.63
240142,2026-01-19 17:45:17,Norte,Tecnologia,12000,4,396.61,0.0,10.3
240143,2026-02-16 16:17:50,Sur,Tecnologia,18188,2,355.56,0.2,8.45
240144,2026-02-07 15:06:06,Sur,Tecnologia,11265,5,432.69,0.0,7.67
240145,2026-01-28 00:50:40,Centro,Deportes,22279,2,226.05,0.0,6.19
240146,2026-01-06 18:22:04,Occidente,Deportes,16462,5,16.61,0.05,8.79
240147,2026-01-19 11:19:08,Centro,Tecnologia,18234,4,261.31,0.0,11.88
240148,2026-02-21 02:27:30,Sur,Tecnologia,37965,6,28.14,0.0,16.19
240149,2026-01-24 21:33:19,Sur,Moda,8338,1,140.0,0.05,15.88
240150,2026-01-15 20:00:26,Centro,Tecnologia,17287,7,400.68,0.1,6.99
240151,2026-02-19 09:19:26,Norte,Moda,27641,3,246.29,0.2,6.1
240152,2026-01-31 04:25:41,Centro,Hogar,13434,1,333.66,0.1,4.53
240153,2026-01-29 07:20:05,Centro,Tecnologia,11656,1,267.74,0.0,16.19
240154,2026-01-25 06:27:47,Sur,Tecnologia,11595,1,17.07,0.1,12.59
240155,2026-01-27 06:23:09,Norte,Tecnologia,27299,3,38.37,0.0,11.54
240156,2026-02-15 03:11:12,Centro,Moda,31672,4,100.86,0.1,2.88
240157,2026-02-13 00:36:26,Sur,Tecnologia,26102,6,259.4,0.0,12.41
240158,2026-02-11 18:59:31,Sur,Moda,4867,1,107.85,0.05,14.14
240159,2026-02-10 16:33:46,Centro,Moda,26593,2,111.68,0.0,14.94
240160,2026-01-05 09:34:23,Norte,Deportes,23873,1,241.94,0.0,8.88
240161,2026-02-27 10:51:35,Centro,Tecnologia,15767,5,109.63,0.15,2.1
240162,2026-02-17 17:03:22,Occidente,Hogar,29385,4,35.11,0.0,9.56
240163,2026-02-09 09:32:06,Centro,Deportes,5873,1,443.08,0.1,12.7
240164,2026-02-17 19:16:18,Occidente,Tecnologia,27929,2,410.76,0.05,1.7
240165,2026-02-17 13:29:05,Centro,Tecnologia,7856,1,238.63,0.1,3.91
240166,2026-01-01 02:23:18,Sur,Tecnologia,9631,3,219.15,0.15,4.46
240167,2026-02-19 13:48:49,Occidente,Moda,7150,3,151.31,0.05,13.81
240168,2026-02-04 15:12:30,Occidente,Hogar,9562,3,69.9,0.2,17.64
240169,2026-02-10 09:39:47,Occidente,Hogar,30912,3,137.89,0.1,3.48
240170,2026-02-05 03:50:52,Norte,Hogar,27030,4,88.2,0.0,1.78
240171,2026-02-07 17:16:30,Occidente,Tecnologia,39429,4,371.31,0.1,2.9
240172,2026-02-25 17:48:05,Sur,Hogar,24653,1,182.28,0.1,4.53
240173,2026-01-03 06:53:12,Sur,Hogar,39187,5,58.6,0.05,13.68
240174,2026-02-08 18:21:23,Centro,Hogar,17783,3,440.81,0.15,9.64
240175,2026-01-20 09:09:26,Centro,Tecnologia,19500,1,383.11,0.0,4.15
240176,2026-02-09 00:04:01,Centro,Tecnologia,27395,5,238.07,0.1,16.38
240177,2026-01-03 17:53:43,Sur,Tecnologia,29942,5,317.12,0.1,15.98
240178,2026-02-24 19:14:50,Centro,Moda,37081,3,202.66,0.0,11.73
240179,2026-01-26 03:30:13,Norte,Tecnologia,15650,5,24.92,0.2,5.72
240180,2026-02-01 06:59:52,Norte,Hogar,3414,5,124.38,0.05,11.08
240181,2026-02-15 00:24:04,Sur,Tecnologia,25904,4,86.34,0.0,16.91
240182,2026-01-24 06:13:21,Sur,Moda,9364,5,240.65,0.15,1.6
240183,2026-02-01 08:52:33,Centro,Deportes,8602,6,167.62,0.0,9.64
240184,2026-01-24 04:01:36,Centro,Tecnologia,10155,1,387.56,0.1,12.1
240185,2026-02-08 12:53:57,Occidente,Moda,23203,2,209.66,0.05,10.76
240186,2026-01-31 14:12:54,Occidente,Tecnologia,4784,2,235.78,0.0,16.67
240187,2026-02-06 15:42:53,Norte,Tecnologia,12631,2,103.36,0.0,16.97
240188,2026-01-07 00:45:49,Centro,Moda,3046,4,77.48,0.1,16.6
240189,2026-01-11 09:06:31,Norte,Tecnologia,7890,7,439.88,0.05,1.94
240190,2026-02-01 17:11:37,Centro,Deportes,4493,4,73.88,0.15,10.98
240191,2026-02-26 16:28:04,Norte,Moda,11324,6,265.62,0.0,10.47
240192,2026-02-08 16:07:58,Occidente,Tecnologia,26566,6,132.4,0.0,2.78
240193,2026-01-22 23:13:29,Occidente,Hogar,4620,1,385.14,0.1,16.91
240194,2026-01-25 21:47:13,Occidente,Tecnologia,5470,2,435.11,0.1,14.86
240195,2026-01-23 15:26:06,Norte,Tecnologia,1250,6,39.71,0.0,12.98
240196,2026-01-21 14:33:42,Sur,Moda,38273,5,64.83,0.15,10.1
240197,2026-01-13 11:14:36,Centro,Tecnologia,11303,4,126.84,0.0,8.33
240198,2026-02-13 05:24:33,Occidente,Deportes,17265,5,346.57,0.05,3.1
240199,2026-01-04 18:44:17,Centro,Deportes,28546,3,439.09,0.0,14.3
240200,2026-01-19 17:05:17,Occidente,Deportes,3860,2,136.28,0.0,3.47
240201,2026-02-02 01:04:21,Centro,Deportes,33497,3,156.35,0.0,5.31
240202,2026-02-26 00:31:55,Norte,Tecnologia,14082,2,352.12,0.1,6.19
240203,2026-02-20 07:42:19,Centro,Tecnologia,29953,1,366.35,0.0,16.39
240204,2026-01-22 03:22:22,Norte,Tecnologia,13604,4,142.54,0.2,7.18
240205,2026-01-28 08:52:52,Occidente,Moda,17764,2,15.1,0.05,6.08
240206,2026-02-23 20:30:45,Centro,Moda,39115,4,240.19,0.05,16.15
240207,2026-01-07 21:46:52,Sur,Tecnologia,33019,1,417.98,0.0,4.98
240208,2026-02-18 03:26:18,Centro,Hogar,30028,5,40.44,0.1,17.55
240209,2026-02-22 15:11:13,Sur,Tecnologia,6088,7,37.28,0.0,9.28
240210,2026-02-08 13:53:04,Centro,Moda,14134,2,308.15,0.0,16.27
240211,2026-01-15 03:34:10,Sur,Hogar,12154,1,261.06,0.0,10.17
240212,2026-02-12 11:28:59,Sur,Hogar,23706,3,295.96,0.15,6.75
240213,2026-02-04 14:14:01,Centro,Tecnologia,858,6,287.35,0.1,5.52
240214,2026-02-09 19:04:21,Norte,Hogar,16945,6,279.09,0.0,8.46
240215,2026-01-08 07:18:13,Occidente,Tecnologia,32884,5,279.61,0.0,5.74
240216,2026-02-23 11:30:02,Sur,Moda,816,3,217.71,0.0,9.41
240217,2026-01-30 14:11:16,Sur,Moda,18249,7,295.12,0.15,9.26
240218,2026-02-05 04:39:12,Occidente,Deportes,12992,7,292.55,0.15,16.93
240219,2026-01-18 06:51:06,Centro,Hogar,22040,7,40.12,0.05,10.89
240220,2026-02-18 09:54:21,Sur,Tecnologia,16235,7,52.73,0.1,14.28
240221,2026-02-08 06:54:32,Occidente,Tecnologia,26341,6,427.93,0.2,14.03
240222,2026-02-19 03:14:17,Occidente,Moda,5310,7,29.49,0.0,16.19
240223,2026-01-02 21:58:29,Centro,Tecnologia,28493,2,31.76,0.0,17.53
240224,2026-01-26 21:01:21,Norte,Moda,6350,3,174.35,0.1,10.51
240225,2026-01-04 19:28:27,Sur,Tecnologia,6145,5,110.92,0.0,5.35
240226,2026-01-29 13:38:50,Occidente,Tecnologia,20731,3,312.63,0.0,16.98
240227,2026-01-01 18:54:56,Centro,Tecnologia,26690,3,183.84,0.0,11.9
240228,2026-01-20 15:20:47,Centro,Deportes,11210,2,388.85,0.0,17.63
240229,2026-02-04 04:32:24,Centro,Tecnologia,4428,6,317.83,0.15,14.89
240230,2026-01-07 12:27:56,Centro,Tecnologia,34572,4,145.95,0.1,13.87
240231,2026-01-14 19:06:11,Occidente,Hogar,31352,1,311.75,0.0,8.23
240232,2026-02-28 10:58:25,Norte,Moda,5088,1,195.6,0.1,17.91
240233,2026-02-02 17:12:20,Sur,Tecnologia,36861,5,39.29,0.15,10.26
240234,2026-01-12 13:57:12,Centro,Hogar,35409,5,146.09,0.1,5.78
240235,2026-01-29 13:49:14,Norte,Moda,14424,5,302.58,0.0,3.25
240236,2026-01-11 08:01:22,Norte,Hogar,15098,7,193.37,0.15,17.27
240237,2026-01-24 14:31:57,Sur,Hogar,31754,1,75.5,0.0,5.36
240238,2026-01-21 11:08:47,Sur,Hogar,19941,4,161.31,0.05,4.01
240239,2026-02-14 10:58:19,Sur,Hogar,18721,3,119.19,0.0,5.27
240240,2026-02-19 20:45:30,Sur,Deportes,13909,3,353.95,0.15,16.0
240241,2026-01-16 20:45:26,Occidente,Hogar,27155,7,425.07,0.0,2.39
240242,2026-01-23 04:58:47,Occidente,Tecnologia,21260,6,317.02,0.05,1.13
240243,2026-02-07 20:17:16,Occidente,Tecnologia,33833,5,15.75,0.1,14.24
240244,2026-01-19 06:25:13,Norte,Tecnologia,9859,1,305.84,0.0,7.83
240245,2026-02-18 11:18:51,Centro,Tecnologia,13485,1,52.67,0.0,11.22
240246,2026-01-02 06:06:18,Centro,Tecnologia,15733,2,197.7,0.0,1.92
240247,2026-02-01 15:54:17,Norte,Tecnologia,8754,7,77.44,0.1,8.93
240248,2026-01-18 07:54:41,Sur,Hogar,25881,4,10.55,0.1,17.5
240249,2026-01-22 02:52:41,Centro,Hogar,23052,3,226.06,0.2,11.48
240250,2026-01-23 04:14:02,Norte,Tecnologia,4601,5,384.74,0.05,6.98
240251,2026-02-07 13:30:41,Occidente,Deportes,6754,7,132.06,0.0,6.77
240252,2026-01-18 12:12:43,Centro,Deportes,30839,4,260.82,0.15,7.32
240253,2026-01-31 17:53:10,Centro,Tecnologia,27053,2,37.66,0.0,2.26
240254,2026-02-08 11:29:37,Norte,Hogar,38186,1,192.48,0.05,13.61
240255,2026-02-12 16:25:12,Centro,Tecnologia,16347,5,437.57,0.15,11.6
240256,2026-01-31 09:49:05,Norte,Hogar,7148,2,274.51,0.0,17.42
240257,2026-02-10 21:07:12,Occidente,Hogar,13002,2,56.47,0.05,5.2
240258,2026-01-05 00:03:06,Centro,Tecnologia,3396,1,83.53,0.2,9.7
240259,2026-02-04 16:17:35,Centro,Moda,38188,3,403.08,0.0,12.19
240260,2026-02-06 11:34:51,Sur,Hogar,10092,2,308.19,0.1,17.17
240261,2026-02-14 14:19:15,Occidente,Hogar,27618,2,391.88,0.0,1.52
240262,2026-02-20 16:38:09,Occidente,Tecnologia,26190,3,405.46,0.15,11.66
240263,2026-02-21 12:26:22,Centro,Moda,30641,1,183.7,0.0,13.0
240264,2026-01-01 15:56:13,Centro,Moda,2827,3,287.91,0.15,4.03
240265,2026-02-26 13:15:20,Centro,Moda,36218,5,430.5,0.2,14.74
240266,2026-02-14 08:38:05,Centro,Deportes,35597,3,236.17,0.0,10.37
240267,2026-01-17 18:13:45,Occidente,Moda,26139,3,92.97,0.0,7.21
240268,2026-02-14 21:24:25,Occidente,Moda,36113,6,379.33,0.15,2.51
240269,2026-01-22 09:48:46,Norte,Hogar,15668,6,448.19,0.15,5.22
240270,2026-02-09 05:58:00,Centro,Hogar,22782,4,327.81,0.0,4.0
240271,2026-01-15 15:27:25,Occidente,Moda,24484,3,227.2,0.05,4.93
240272,2026-01-02 19:10:02,Centro,Hogar,36396,1,21.92,0.15,13.05
240273,2026-01-18 02:22:24,Centro,Tecnologia,4703,5,325.57,0.05,9.56
240274,2026-01-18 06:59:35,Occidente,Deportes,17049,3,219.23,0.2,12.95
240275,2026-01-30 01:53:09,Occidente,Moda,30473,5,419.16,0.0,14.58
240276,2026-01-08 17:09:22,Norte,Hogar,12781,4,44.17,0.1,6.02
240277,2026-01-20 09:45:23,Norte,Tecnologia,3942,6,309.21,0.05,2.41
240278,2026-01-28 00:51:48,Centro,Hogar,1599,1,145.86,0.0,10.01
240279,2026-02-24 13:05:41,Centro,Tecnologia,20624,7,159.3,0.05,17.94
240280,2026-01-18 14:34:59,Centro,Deportes,25638,7,14.82,0.0,11.28
240281,2026-02-03 02:57:48,Occidente,Hogar,37799,3,199.79,0.0,7.18
240282,2026-01-11 10:22:47,Occidente,Deportes,37847,6,181.77,0.1,12.5
240283,2026-01-25 17:19:26,Sur,Tecnologia,25290,2,27.02,0.1,11.47
240284,2026-02-28 00:35:18,Norte,Moda,29910,5,301.46,0.05,7.71
240285,2026-01-15 01:45:50,Sur,Tecnologia,21010,1,30.62,0.15,2.78
240286,2026-02-21 20:33:37,Centro,Moda,7141,3,401.08,0.1,12.29
240287,2026-02-11 23:12:21,Centro,Deportes,752,1,12.51,0.2,5.85
240288,2026-01-16 09:42:38,Centro,Moda,36851,6,352.53,0.0,1.27
240289,2026-01-17 03:15:18,Centro,Deportes,32868,1,416.38,0.15,4.73
240290,2026-02-04 03:27:41,Norte,Tecnologia,36238,1,430.93,0.0,13.94
240291,2026-01-19 15:48:54,Centro,Hogar,37989,1,266.8,0.05,5.52
240292,2026-01-04 02:37:25,Centro,Deportes,29009,3,403.21,0.0,5.45
240293,2026-01-31 07:40:44,Centro,Hogar,8777,4,423.78,0.15,3.31
240294,2026-02-17 14:22:18,Occidente,Tecnologia,16431,1,426.43,0.0,17.78
240295,2026-02-04 13:00:53,Centro,Moda,9164,5,308.15,0.1,14.7
240296,2026-02-15 13:49:22,Occidente,Deportes,5901,3,253.09,0.15,2.72
240297,2026-02-28 15:59:48,Occidente,Moda,4392,6,327.41,0.0,10.39
240298,2026-01-12 16:41:56,Sur,Hogar,7479,1,250.78,0.1,8.86
240299,2026-01-06 11:32:51,Sur,Tecnologia,28429,2,442.94,0.1,16.77
240300,2026-02-10 23:27:37,Centro,Tecnologia,7979,7,9.83,0.05,1.02
240301,2026-02-22 22:56:29,Sur,Moda,13549,2,110.8,0.0,13.45
240302,2026-01-24 21:15:51,Sur,Moda,36513,2,365.07,0.0,1.69
240303,2026-01-11 08:43:36,Sur,Hogar,34137,5,425.11,0.0,17.35
240304,2026-02-01 19:52:03,Occidente,Tecnologia,23672,2,208.7,0.0,14.84
240305,2026-02-02 02:46:53,Centro,Hogar,14506,7,20.44,0.1,4.19
240306,2026-02-23 09:21:55,Norte,Tecnologia,20095,4,145.72,0.0,12.44
240307,2026-01-10 01:03:09,Sur,Tecnologia,31866,4,18.69,0.0,10.08
240308,2026-01-20 08:05:02,Occidente,Moda,35517,6,136.52,0.15,17.06
240309,2026-01-19 12:14:44,Occidente,Deportes,28839,3,42.78,0.05,14.99
240310,2026-02-05 00:21:24,Sur,Moda,36079,3,276.27,0.0,5.32
240311,2026-02-05 04:49:54,Centro,Tecnologia,12780,6,195.52,0.1,13.88
240312,2026-01-05 07:00:31,Occidente,Hogar,26982,6,21.17,0.0,13.21
240313,2026-02-19 00:28:24,Occidente,Deportes,742,3,299.9,0.0,10.83
240314,2026-02-06 06:30:45,Centro,Moda,33759,3,376.56,0.0,4.08
240315,2026-02-21 16:04:44,Sur,Moda,12691,4,140.46,0.0,17.71
240316,2026-02-27 11:47:52,Sur,Hogar,2708,6,85.9,0.15,16.12
240317,2026-02-01 10:34:22,Sur,Deportes,9079,6,276.79,0.05,9.69
240318,2026-01-06 16:50:24,Occidente,Hogar,12798,1,248.78,0.0,16.78
240319,2026-02-05 11:55:15,Centro,Tecnologia,33090,1,128.36,0.2,15.53
240320,2026-01-09 04:30:33,Centro,Hogar,38295,2,219.35,0.15,13.75
240321,2026-02-18 01:09:30,Occidente,Tecnologia,7712,6,212.0,0.2,2.51
240322,2026-02-26 14:08:49,Norte,Moda,15347,3,440.11,0.1,17.05
240323,2026-01-18 06:18:26,Sur,Moda,14385,2,266.52,0.0,3.67
240324,2026-01-06 06:28:58,Sur,Tecnologia,9252,5,388.62,0.15,5.97
240325,2026-01-24 01:24:13,Norte,Moda,7599,4,310.82,0.05,13.33
